,PupilMatchingRefAnonymous_AUT20,NCYearActual_AUT20,URN_AUT20,hh_id
4055533,11430,5,95052,hh_4656210
4055534,11431,5,95020,hh_4656886
4055535,11432,5,95045,hh_4656170
4059557,11435,4,95030,hh_2980435
4060388,11439,8,95067,hh_2979320
4060389,11440,6,95020,hh_4656433
4060394,11443,5,95026,hh_3000452
4060395,11444,5,95026,hh_3007283
4060396,11445,6,95032,hh_2981152
4060397,11446,5,95022,hh_2982327
4060398,11447,5,95022,hh_2981979
4060402,11450,5,95024,hh_3007367
4060403,11451,5,95034,hh_2979290
4060404,11452,5,95025,hh_2979392
4060405,11453,5,95022,hh_2627176
4060408,11455,5,95042,hh_3008250
4060409,11456,5,95021,hh_2996435
4060411,11458,5,95021,hh_3007993
4060413,11460,5,95021,hh_3007905
4060415,11462,7,95068,hh_2982335
4060417,11463,6,95022,hh_2627385
4060418,11464,6,95022,hh_2981976
4060491,11466,5,95037,hh_3007150
4060495,11469,5,95035,hh_3006101
4060498,11472,5,95037,hh_3005521
4060507,11474,5,95060,hh_2978989
4060509,11476,5,95034,hh_3001813
4060510,11477,5,95034,hh_2981163
4060512,11479,5,95034,hh_2979950
4060513,11480,5,95034,hh_2979944
4060522,11484,6,95045,hh_3005863
4060525,11486,6,95038,hh_3001692
4060528,11489,5,95039,hh_3005776
4060529,11490,10,95068,hh_4996019
4060532,11491,5,95041,hh_2980661
4060533,11492,5,95041,hh_2980341
4060534,11493,5,95041,hh_2980509
4060946,11500,4,95032,hh_4656520
4060949,11503,5,95023,hh_3005027
4060951,11505,4,95037,hh_2605321
4060953,11506,5,95059,hh_3008739
4060969,11508,5,95045,hh_3005104
4060970,11509,5,95030,hh_2980750
4060972,11511,5,95058,hh_3001586
4060973,11512,5,95058,hh_3000911
4060975,11514,5,95043,hh_2994957
4060976,11515,4,95021,hh_4996251
4060977,11516,4,95021,hh_3007650
4060980,11518,4,95059,hh_3008119
4060981,11519,5,95022,hh_2627186
4060982,11520,4,95049,hh_2978852
4060987,11524,5,127257,hh_3008219
4060990,11527,5,95035,hh_2627013
4061033,11531,4,127257,hh_3014451
4061044,11533,5,125354,hh_4656747
4061045,11534,4,95023,hh_2623800
4061047,11535,5,95037,hh_3000528
4061048,11536,4,95037,hh_3006764
4074959,11541,4,95031,hh_3011468
4077188,11542,4,95052,hh_4656136
4077190,11544,3,95052,hh_4656478
4077191,11545,5,95023,hh_2604786
4078333,11548,11,95064,hh_2998235
4084814,11550,6,95047,hh_3000270
4084816,11552,5,95032,hh_3001241
4084818,11554,5,95033,hh_2981306
4084821,11557,5,95045,hh_2572925
4084823,11559,5,95026,hh_3000264
4084829,11565,5,95030,hh_2980590
4084830,11566,5,95034,hh_2979844
4084831,11567,5,95020,hh_4656134
4084837,11571,4,95052,hh_4656419
4084838,11572,4,95060,hh_2605479
4084840,11573,4,95020,hh_4656280
4084846,11574,5,95026,hh_4996004
4084850,11576,5,95024,hh_3007404
4084852,11578,5,95025,hh_2979569
4084853,11579,5,95025,hh_2979599
4084854,11580,5,95022,hh_2605392
4084855,11581,5,95022,hh_2979144
4084856,11582,5,95022,hh_2624480
4084857,11583,5,127257,hh_3008259
4084861,11586,6,95021,hh_2996246
4085458,11589,5,95037,hh_3006766
4085460,11591,11,132193,hh_3000979
4085463,11594,5,95060,hh_4656665
4085464,11595,5,95025,hh_2979275
4085465,11596,5,95030,hh_2980419
4085466,11597,5,95034,hh_2981954
4085488,11602,5,95041,hh_2980253
4085490,11604,6,95043,hh_2993315
4085491,11605,5,95042,hh_3007434
4088448,11606,8,95061,hh_3002009
4090801,11607,5,95056,hh_2981998
4090803,11609,5,95060,hh_2979247
4090804,11610,5,95057,hh_3005480
4092559,11611,6,95040,hh_3000221
4093786,11612,5,95047,hh_3012979
4099584,11614,11,132193,hh_3014772
4101052,11618,4,95053,hh_4657157
4101161,11622,5,95055,hh_2979538
4101164,11624,5,95053,hh_4656300
4101165,11625,5,95054,hh_3008687
4101166,11626,5,95054,hh_3010639
4106066,11630,6,95021,hh_2996175
4106710,11632,4,95045,hh_2981644
4106711,11633,4,95027,hh_2981682
4106712,11634,4,95027,hh_2981635
4106713,11635,4,135698,hh_2981090
4106718,11639,4,95026,hh_3000685
4106719,11640,4,95026,hh_3000682
4106720,11641,4,95045,hh_2982136
4106727,11645,4,95022,hh_2982261
4106731,11648,4,95022,hh_2982416
4106734,11651,4,95022,hh_2605519
4106736,11653,4,135698,hh_4656241
4106737,11654,5,95021,hh_2995972
4106746,11662,4,95020,hh_4656048
4106747,11663,4,95020,hh_4656014
4107277,11664,4,95023,hh_2604963
4107595,11665,4,95041,hh_2980179
4107596,11666,4,95042,hh_3007531
4107598,11668,5,95043,hh_2995329
4107619,11672,4,95033,hh_3006436
4107624,11677,4,95034,hh_2979878
4107625,11678,4,95034,hh_2979589
4107629,11682,4,95030,hh_2980419
4107630,11683,4,95031,hh_3001967
4107632,11685,4,95041,hh_2980484
4107634,11687,4,95024,hh_3005439
4107640,11688,5,95035,hh_3001310
4107644,11690,4,95035,hh_3006112
4107646,11692,4,135698,hh_2981857
4109181,11693,4,125354,hh_1434479
4109750,11694,4,95057,hh_2623903
4111809,11696,5,95032,hh_2979606
4111811,11698,5,95060,hh_2979102
4111813,11700,5,95035,hh_2981989
4111815,11702,5,95057,hh_3006330
4116191,11705,5,95053,hh_4656555
4116194,11707,5,95054,hh_3014138
4116195,11708,5,95023,hh_3008152
4120962,11712,11,95062,hh_3005316
4120971,11713,6,95033,hh_2978924
4121146,11715,5,95032,hh_3001245
4121147,11716,5,95031,hh_3000191
4121148,11717,5,95032,hh_3017356
4121150,11719,5,95033,hh_2981671
4121153,11721,5,95027,hh_1683597
4121158,11726,5,95031,hh_3000324
4121160,11728,5,95031,hh_3001993
4121161,11729,5,95020,hh_4656306
4121164,11731,5,95022,hh_3006210
4121168,11732,5,95020,hh_4656048
4121171,11734,4,135698,hh_2978975
4121173,11735,4,95025,hh_2979453
4121177,11737,5,95025,hh_2979658
4121178,11738,5,95043,hh_3000591
4121179,11739,5,95026,hh_3000763
4121181,11741,5,95023,hh_2605323
4121182,11742,5,95023,hh_2605319
4121183,11743,5,95023,hh_2604631
4121184,11744,5,95034,hh_2981595
4121188,11747,12,132193,hh_3008259
4121190,11749,11,95064,hh_2996246
4121192,11751,5,95021,hh_3008000
4121195,11753,5,95022,hh_2982424
4121833,11755,7,95064,hh_2991717
4122085,11756,5,134849,hh_2979584
4122121,11760,5,95037,hh_3005261
4122123,11762,5,95037,hh_3007217
4122126,11763,10,95063,hh_2979981
4122127,11764,5,95034,hh_2980622
4122134,11770,5,95034,hh_2979837
4122141,11771,5,95046,hh_2624292
4122145,11773,5,95041,hh_2979925
4122146,11774,5,95041,hh_2980647
4122147,11775,5,95042,hh_3007436
4123451,11778,4,95056,hh_2979617
4123452,11779,4,95057,hh_2981854
4129514,11782,5,95056,hh_2981924
4129517,11785,5,127257,hh_3014143
4129518,11786,5,95057,hh_2980089
4129520,11788,5,95057,hh_3006347
4129545,11789,6,95059,hh_3010632
4132130,11791,10,95064,hh_2994692
4132131,11792,10,95064,hh_2574472
4136208,11794,4,95022,hh_2626968
4141819,11795,9,132193,hh_3008062
4142750,11796,4,95048,hh_1434520
4143211,11799,4,95035,hh_3006183
4143455,11802,5,95033,hh_3008316
4143461,11805,5,95032,hh_2981541
4143463,11807,5,95020,hh_3008499
4143464,11808,5,95031,hh_3000736
4143467,11811,10,95064,hh_2995994
4143470,11814,5,95030,hh_3001058
4143471,11815,5,95031,hh_3001838
4143472,11816,5,95020,hh_4656758
4143473,11817,5,95020,hh_4656191
4143476,11818,5,95053,hh_4656560
4143480,11821,5,95040,hh_3000625
4143482,11822,5,95022,hh_2982427
4143486,11825,5,95024,hh_3006862
4143487,11826,5,95022,hh_2981879
4143488,11827,5,95022,hh_2982414
4143493,11830,5,95033,hh_3006872
4143582,11832,5,95038,hh_3008333
4143583,11833,5,95038,hh_3007138
4143584,11834,5,95035,hh_2979594
4143585,11835,5,95024,hh_4656235
4143587,11836,5,95024,hh_3006233
4143588,11837,5,95037,hh_3005252
4143589,11838,5,95037,hh_3006492
4143595,11842,5,95034,hh_2979016
4143596,11843,6,95034,hh_4995534
4143599,11845,5,95034,hh_2979912
4143600,11846,5,95033,hh_2981359
4143623,11849,6,95043,hh_3002159
4143625,11851,6,95038,hh_3000588
4143626,11852,9,132193,hh_3008613
4143627,11853,5,95039,hh_3005464
4143628,11854,5,95041,hh_2980097
4143630,11856,5,95041,hh_3005433
4143631,11857,5,95043,hh_3007469
4148418,11861,4,95027,hh_2981692
4148420,11863,5,95025,hh_2979112
4148423,11865,4,95024,hh_3000409
4148424,11866,4,95037,hh_2979965
4148426,11868,4,95026,hh_3000685
4148427,11869,4,135698,hh_2605428
4148429,11871,4,95026,hh_3000713
4148432,11872,4,95021,hh_2996664
4148433,11873,5,95021,hh_2995747
4148436,11875,4,95022,hh_2624587
4148437,11876,4,95022,hh_2627009
4148438,11877,4,95022,hh_2981848
4148439,11878,4,95023,hh_2981941
4148441,11879,4,95021,hh_3007886
4148446,11883,3,95051,hh_2979996
4148447,11884,4,95020,hh_2979148
4148449,11886,4,95020,hh_4656090
4148485,11887,4,95041,hh_2980509
4148486,11888,4,95053,hh_2996290
4148488,11890,4,95046,hh_3006354
4148518,11892,10,95061,hh_4656769
4148519,11893,4,95032,hh_3007831
4148520,11894,4,95032,hh_3001247
4148521,11895,4,95058,hh_3001294
4148522,11896,4,95044,hh_3008495
4148523,11897,4,95033,hh_2981437
4148524,11898,4,95033,hh_2981282
4148525,11899,9,95061,hh_2981586
4148526,11900,4,95034,hh_2979868
4148527,11901,5,95032,hh_3006447
4148529,11902,4,95032,hh_3001262
4148530,11903,4,95032,hh_2981431
4148535,11907,4,95030,hh_2980734
4148536,11908,4,95031,hh_3001855
4148537,11909,4,95031,hh_3000186
4148541,11913,4,95037,hh_3006792
4148542,11914,4,95023,hh_3005064
4148544,11916,4,95038,hh_3005376
4148548,11920,4,95037,hh_3006939
4149703,11923,4,95033,hh_3006717
4149705,11925,4,95033,hh_3006532
4149708,11928,5,95045,hh_2981379
4152183,11929,5,95054,hh_3010274
4154529,11933,5,95051,hh_2996274
4164229,11936,5,95059,hh_2626107
4165375,11937,5,95039,hh_4996403
4166194,11938,10,95064,hh_2994524
4166422,11939,5,95055,hh_2979724
4166424,11941,5,95055,hh_2979321
4166427,11943,5,95052,hh_4656366
4166428,11944,5,95053,hh_3526234
4166431,11947,6,95054,hh_2563740
4167402,11949,5,95057,hh_2982370
4167403,11950,4,95057,hh_3005537
4169852,11952,4,95020,hh_4656018
4170775,11955,4,125354,hh_4656620
4174577,11956,4,95041,hh_2980290
4183253,11959,9,95071,hh_2624182
4184200,11960,14,136176,hh_1447547
4184229,11961,11,95064,hh_2996174
4186133,11964,5,95060,hh_1380406
4187156,11965,10,95063,hh_5040667
4187178,11967,4,95059,hh_3011598
4187179,11968,4,95059,hh_2985181
4187216,11969,4,95021,hh_2996125
4187300,11970,4,95038,hh_3008815
4196027,11973,5,95023,hh_3005222
4197132,11975,4,95042,hh_3008354
4200401,11979,4,95057,hh_2981697
4200404,11980,5,95058,hh_3008609
4200405,11981,5,95058,hh_4996028
4200451,11982,4,95060,hh_2980123
4200452,11983,4,95056,hh_2981953
4200453,11984,4,95056,hh_3006607
4200454,11985,4,95056,hh_2982131
4200455,11986,4,95060,hh_2979121
4204711,11989,4,95052,hh_4656491
4204712,11990,4,95047,hh_3001450
4204716,11994,4,95059,hh_3008596
4204717,11995,4,95054,hh_3010313
4204719,11997,4,95055,hh_2979811
4204721,11998,4,95055,hh_2979419
4205956,12001,5,95033,hh_3006830
4205961,12002,5,95033,hh_3007021
4205963,12004,8,95061,hh_3008502
4206941,12005,4,95043,hh_3007623
4206942,12006,5,95032,hh_3000929
4208692,12008,5,95043,hh_3002009
4210375,12009,5,95027,hh_3006403
4210863,12011,4,95053,hh_3677717
4210864,12012,4,95054,hh_3009065
4210867,12014,4,95025,hh_2979403
4210871,12017,4,95055,hh_2979381
4213163,12019,5,95048,hh_4984697
4213164,12020,3,95108,hh_4656253
4213170,12023,4,95053,hh_5040444
4213171,12024,5,95057,hh_1688459
4213177,12027,4,95040,hh_3001752
4213178,12028,5,95043,hh_3007633
4213182,12030,4,95060,hh_2979612
4213183,12031,4,95047,hh_3006812
4213192,12039,3,95026,hh_3007408
4213194,12040,4,95108,hh_3007392
4213195,12041,5,95044,hh_3006538
4213196,12042,4,95037,hh_3000497
4213199,12043,4,95035,hh_3006296
4213201,12045,4,95054,hh_3014166
4213205,12047,4,95059,hh_3010990
4213206,12048,4,95059,hh_3008150
4213220,12049,4,95025,hh_2979420
4213224,12052,5,95037,hh_3005048
4213229,12056,4,95060,hh_2605486
4213230,12057,4,127257,hh_3008501
4213238,12060,5,127257,hh_3007843
4213274,12063,4,95041,hh_2979176
4213281,12064,4,95051,hh_3006867
4213285,12068,5,95023,hh_3004996
4213289,12072,3,95052,hh_4656658
4213290,12073,4,95034,hh_3007165
4213291,12074,4,95023,hh_3005129
4218150,12079,8,95064,hh_2998235
4220819,12080,7,95064,hh_2998803
4224508,12081,4,95044,hh_3007936
4227296,12082,4,95022,hh_2981841
4232577,12085,6,95023,hh_3002760
4235367,12088,5,95047,hh_3000665
4236043,12089,4,95057,hh_2624334
4236100,12091,4,95056,hh_2982064
4236101,12092,4,95060,hh_2605462
4236764,12093,7,95061,hh_3006623
4239717,12095,12,95064,hh_3003499
4239768,12097,11,95064,hh_2996795
4239911,12100,3,95059,hh_3010636
4240028,12103,7,95062,hh_2980319
4242156,12105,4,95058,hh_3010120
4242161,12106,4,95031,hh_3014353
4245647,12110,4,95057,hh_3006213
4249096,12114,4,95053,hh_4656429
4253083,12118,4,95035,hh_3006208
4253084,12119,4,95057,hh_3006665
4257692,12121,11,95071,hh_3012107
4263805,12127,4,95056,hh_2982028
4264071,12128,4,95033,hh_2978924
4264943,12129,6,95048,hh_1434539
4265354,12130,4,95026,hh_3007277
4265733,12133,4,95056,hh_2981961
4269536,12135,4,95030,hh_3001452
4270708,12136,7,95063,hh_2597983
4274385,12140,9,95064,hh_2992823
4274467,12142,4,95024,hh_3006703
4277285,12145,4,95059,hh_3008357
4277298,12147,4,125354,hh_4656571
4278379,12149,8,95062,hh_2569381
4279843,12151,5,95044,hh_3008438
4279853,12153,4,95025,hh_2979340
4288226,12158,4,95022,hh_2625888
4292676,12159,3,95041,hh_2979727
4292677,12160,4,95038,hh_3000138
4294438,12163,4,95021,hh_3008067
4296630,12171,4,95033,hh_3006901
4296631,12172,4,95033,hh_2981328
4296636,12177,4,95034,hh_2979874
4296637,12178,4,95034,hh_2978895
4296642,12183,4,95030,hh_2980395
4296643,12184,4,95030,hh_2980185
4296644,12185,4,95030,hh_2981462
4296647,12188,4,95040,hh_3000236
4296649,12190,7,132193,hh_3000955
4296651,12192,4,95049,hh_2979370
4296652,12193,4,95037,hh_3006722
4296653,12194,4,95037,hh_3007249
4296654,12195,4,95037,hh_3005286
4296656,12197,4,95038,hh_3001599
4296657,12198,4,95038,hh_3001978
4322087,12206,4,135698,hh_2982364
4323654,12209,5,95030,hh_2980101
4323661,12215,4,95026,hh_3006184
4323662,12216,4,95025,hh_2979809
4323663,12217,4,95025,hh_2979545
4323664,12218,5,95026,hh_3005367
4323665,12219,4,95025,hh_2979784
4323666,12220,4,95027,hh_2981746
4323669,12222,4,95023,hh_2605315
4323670,12223,4,95035,hh_2982014
4323671,12224,4,95021,hh_3007658
4323950,12225,4,95021,hh_2995163
4323951,12226,6,95022,hh_2624264
4323952,12227,4,95022,hh_3006092
4323953,12228,10,95066,hh_3005029
4323956,12231,4,95022,hh_3006141
4323957,12232,4,95023,hh_3005066
4323958,12233,4,95021,hh_3007626
4323966,12240,3,95052,hh_4656353
4324006,12243,5,95043,hh_3008458
4324037,12250,4,95055,hh_2979896
4324041,12253,4,95032,hh_2981793
4324042,12254,4,95033,hh_3005739
4324043,12255,4,95033,hh_2981354
4324045,12257,4,95033,hh_3006486
4324047,12259,4,95034,hh_2981125
4324048,12260,5,95032,hh_2981077
4324049,12261,4,95032,hh_3001348
4324055,12264,4,95032,hh_3001508
4324056,12265,5,95040,hh_3007774
4324057,12266,4,95041,hh_2980276
4324058,12267,4,95037,hh_3005420
4324059,12268,4,95037,hh_3007407
4324061,12270,4,95037,hh_3000568
4324063,12272,4,95039,hh_3006297
4324066,12275,5,95035,hh_3006130
4324068,12276,4,95034,hh_2981172
4325469,12280,4,95023,hh_3005184
4325471,12281,4,95041,hh_2605482
4325473,12283,4,95045,hh_2981765
4325478,12284,3,95023,hh_2605341
4325479,12285,4,95023,hh_3005352
4325481,12287,4,135698,hh_2982401
4325483,12288,5,95030,hh_2980573
4325484,12289,5,95030,hh_2980589
4325485,12290,4,95108,hh_2980048
4325489,12292,4,95035,hh_3006129
4325490,12293,5,95045,hh_2979108
4325491,12294,4,95056,hh_2605416
4325493,12296,4,95040,hh_3001743
4325495,12297,4,95039,hh_3005938
4325500,12300,5,95023,hh_3005379
4325502,12302,3,95057,hh_3006255
4325512,12307,4,95051,hh_3007297
4325526,12309,4,95021,hh_2997676
4325527,12310,5,95021,hh_2996196
4325530,12312,5,95042,hh_2994840
4325533,12314,4,95021,hh_2996329
4325538,12318,4,95027,hh_2981633
4325937,12322,4,95026,hh_3000278
4325946,12327,5,95035,hh_3005632
4325951,12332,4,95108,hh_2980470
4325955,12333,4,95057,hh_2982138
4325959,12336,4,95058,hh_3000984
4325960,12337,4,95032,hh_2978974
4325966,12341,4,95051,hh_3007154
4325968,12343,4,95044,hh_3001854
4325972,12347,4,95045,hh_2978925
4325974,12348,5,95058,hh_4996036
4325975,12349,5,95046,hh_3005980
4325980,12352,5,95021,hh_3008466
4325981,12353,5,95059,hh_3014444
4325999,12357,4,95035,hh_3005679
4326000,12358,5,95042,hh_3007749
4326001,12359,4,95059,hh_3008364
4326002,12360,4,95034,hh_2979172
4326007,12364,5,127257,hh_3008743
4326042,12367,4,134849,hh_3009677
4326051,12370,5,95024,hh_3000563
4326054,12372,5,95040,hh_2604319
4326057,12373,4,95052,hh_3722590
4326060,12375,4,95051,hh_3007188
4326062,12377,5,95051,hh_2981289
4326194,12378,4,95024,hh_3006703
4326198,12382,4,95025,hh_2980623
4326201,12384,4,95026,hh_3000508
4326210,12392,4,95021,hh_3007951
4326212,12394,11,95068,hh_3008372
4326214,12396,4,95022,hh_2560751
4326215,12397,4,95022,hh_2981810
4326216,12398,4,95024,hh_3006258
4326217,12399,4,95022,hh_2982323
4326218,12400,4,95023,hh_2567255
4326222,12403,4,95043,hh_3002102
4326223,12404,4,135698,hh_2626985
4326227,12408,4,95020,hh_4656234
4326270,12411,4,95041,hh_2980635
4326651,12414,4,95024,hh_3006789
4326652,12415,6,127257,hh_3008507
4326656,12418,4,95025,hh_2626997
4326658,12419,5,95026,hh_3000841
4326659,12420,4,95026,hh_3000525
4326661,12422,4,95023,hh_2605030
4326663,12424,4,95033,hh_2982419
4326668,12427,4,95022,hh_2982426
4326669,12428,10,95065,hh_3005022
4326673,12431,2,135698,hh_4656269
4326675,12432,3,135698,hh_4656093
4326677,12433,4,95052,hh_4656297
4326678,12434,4,135698,hh_2979165
4326680,12436,4,125354,hh_1434556
4326681,12437,4,95030,hh_4655928
4326683,12438,4,95020,hh_4656042
4326725,12442,4,95042,hh_3007620
4326727,12444,4,95046,hh_3005978
4326755,12450,4,95033,hh_2982394
4326756,12451,4,95033,hh_3007111
4326757,12452,4,95033,hh_3006571
4326758,12453,4,95034,hh_2980413
4326759,12454,4,95034,hh_3008237
4326760,12455,4,95034,hh_2979199
4326762,12457,4,95030,hh_2980553
4326765,12460,4,95030,hh_2980558
4326766,12461,4,95030,hh_2980421
4326769,12464,4,95040,hh_3000177
4326770,12465,4,95031,hh_3014410
4326771,12466,5,95040,hh_2992760
4326772,12467,4,95041,hh_2980335
4326773,12468,4,95041,hh_2980668
4326775,12470,4,95037,hh_3007348
4326776,12471,4,95038,hh_3001697
4326779,12473,4,95038,hh_3001466
4326782,12476,4,95035,hh_3006172
4326783,12477,4,95035,hh_3006251
4326784,12478,4,95037,hh_3007355
4326794,12481,4,95035,hh_3006248
4326795,12482,4,95035,hh_3006160
4326796,12483,4,95035,hh_2981824
4332424,12484,5,95059,hh_4996311
4332542,12485,5,125354,hh_4656356
4334520,12487,5,95043,hh_3001455
4334523,12488,4,95051,hh_3006670
4336554,12490,5,134849,hh_3001707
4338450,12491,5,95032,hh_3001285
4341911,12492,3,95058,hh_3014566
4342276,12493,3,95020,hh_4656035
4348514,12494,4,135698,hh_2623955
4352086,12497,4,95033,hh_3007110
4357348,12501,5,127257,hh_3007910
4358812,12506,R,127257,hh_4996280
4362820,12508,5,95044,hh_4996333
4364669,12510,R,95031,hh_2993625
4364672,12513,R,95035,hh_2627013
4365659,12514,6,95038,hh_3008242
4365667,12516,4,95024,hh_3007379
4366314,12517,R,95026,hh_3007260
4366315,12518,R,95027,hh_2982076
4366337,12520,1,95031,hh_3002158
4366338,12521,3,95031,hh_3001649
4366339,12522,1,95022,hh_2982083
4366340,12523,1,95033,hh_3007128
4368754,12524,R,95022,hh_2626969
4370283,12528,R,95023,hh_3005413
4370284,12529,R,95023,hh_2605313
4370285,12530,R,95030,hh_2980465
4370286,12531,N2,95017,hh_4656579
4370287,12532,N2,95017,hh_1434938
4370296,12535,4,95021,hh_3002135
4370300,12537,R,95038,hh_3001748
4370302,12539,1,95039,hh_3005946
4370303,12540,6,95039,hh_3005998
4370304,12541,R,95046,hh_3005656
4370307,12542,R,95031,hh_3000847
4370311,12546,R,95034,hh_3006567
4370316,12550,R,95037,hh_3000471
4374367,12553,2,127257,hh_3008937
4376030,12557,1,95033,hh_3008542
4381535,12561,R,95060,hh_2979485
4381536,12562,R,95060,hh_4995528
4385282,12564,6,95031,hh_3008313
4387088,12565,R,95058,hh_3014773
4387128,12566,R,95047,hh_2981156
4387131,12567,N2,95037,hh_3000493
4389227,12569,3,95041,hh_2980507
4390281,12570,R,95054,hh_3010513
4392185,12574,R,95040,hh_4995986
4392186,12575,R,95037,hh_3007415
4392194,12576,1,95039,hh_3005483
4392313,12579,1,95053,hh_4185753
4392334,12580,R,95047,hh_3001450
4393695,12582,R,95026,hh_3006959
4393711,12583,1,95057,hh_3006217
4393729,12584,R,95041,hh_2980233
4393738,12586,R,95030,hh_2980400
4393743,12587,R,95047,hh_2980355
4396699,12591,R,95022,hh_2981908
4401314,12594,4,95059,hh_3010364
4405611,12595,12,136176,hh_3744575
4406269,12596,4,95045,hh_2981174
4406275,12598,4,95041,hh_2980409
4406277,12600,4,95055,hh_2979726
4406281,12603,5,95032,hh_2982283
4406283,12605,4,95041,hh_2981230
4406285,12607,3,95032,hh_2981252
4406286,12608,5,95030,hh_2980240
4406292,12611,4,95035,hh_3000439
4406297,12613,4,134849,hh_3001464
4406299,12614,5,95035,hh_2981804
4406300,12615,5,95027,hh_2605085
4406302,12617,5,95022,hh_3006285
4406307,12619,4,95045,hh_2982303
4406308,12620,5,95045,hh_2981601
4406318,12628,5,95046,hh_3005967
4406319,12629,5,95035,hh_2604888
4406320,12630,5,95037,hh_3006760
4406336,12631,4,95055,hh_2980058
4406341,12634,4,135698,hh_2605438
4406345,12637,5,95049,hh_2979830
4406350,12640,4,95059,hh_3008799
4406351,12641,4,127257,hh_3008886
4406353,12643,5,95020,hh_2609068
4406354,12644,4,95030,hh_3007899
4406384,12646,5,95046,hh_3006406
4406386,12647,5,95021,hh_3008004
4406392,12648,5,127257,hh_2997460
4406393,12649,5,95023,hh_2604666
4406394,12650,3,95054,hh_3014163
4406405,12652,5,95052,hh_4656115
4406412,12655,4,95058,hh_3000291
4409831,12656,5,125354,hh_4656688
4413434,12657,4,95030,hh_2980186
4417188,12658,3,95033,hh_1365781
4418472,12659,10,95064,hh_2985125
4419057,12662,4,95057,hh_2981661
4419059,12664,3,95037,hh_3005431
4419060,12665,4,95025,hh_2979679
4419061,12666,4,95055,hh_2979673
4419062,12667,4,95025,hh_2979546
4419065,12670,4,95026,hh_3000879
4419071,12676,4,95022,hh_2982033
4419073,12677,4,95034,hh_2982371
4419076,12680,4,127257,hh_2996369
4419078,12682,3,135698,hh_2981064
4419082,12684,4,95020,hh_4655960
4419083,12685,4,95020,hh_4656113
4419084,12686,4,95020,hh_2979475
4419126,12688,4,95108,hh_2980314
4419131,12692,4,95042,hh_3007435
4420806,12701,4,95034,hh_2980653
4420807,12702,8,95061,hh_4656769
4420810,12705,4,95033,hh_3006668
4420813,12708,4,95032,hh_3006829
4420816,12711,4,95032,hh_3001211
4420817,12712,4,95030,hh_2980144
4420819,12714,4,95031,hh_3001948
4420824,12719,4,95041,hh_2980239
4420825,12720,4,95037,hh_3007251
4420826,12721,4,95037,hh_3005322
4420827,12722,4,95023,hh_3005317
4420831,12726,4,95031,hh_3007161
4420833,12728,4,95035,hh_3007054
4420834,12729,4,95035,hh_3006035
4420839,12732,4,95035,hh_3006147
4420841,12734,4,95035,hh_2981859
4424037,12735,4,95047,hh_3001031
4431223,12736,4,95022,hh_2624279
4431233,12737,4,95047,hh_3000386
4431234,12738,5,125354,hh_4656767
4431236,12739,4,135698,hh_4656107
4431237,12740,5,95048,hh_4657112
4431240,12743,5,95023,hh_3005004
4431244,12746,5,95034,hh_2979623
4431245,12747,4,95032,hh_2981252
4431253,12751,5,95045,hh_1428723
4431255,12752,5,95023,hh_3005370
4431257,12754,5,95023,hh_3005139
4431259,12755,4,95037,hh_2605321
4431266,12757,5,95054,hh_3008548
4431271,12760,4,127257,hh_3008670
4431283,12762,4,95043,hh_4996081
4431286,12763,4,95042,hh_2979994
4431287,12764,5,95060,hh_2978943
4431288,12765,5,95059,hh_3014150
4431291,12768,4,95040,hh_4995989
4431297,12774,4,95027,hh_2982149
4431327,12779,5,95040,hh_4996134
4437838,12788,5,95043,hh_3008406
4437840,12789,4,95043,hh_3000666
4437841,12790,5,95023,hh_3005146
4437842,12791,3,95052,hh_4656438
4447415,12794,4,95047,hh_3000265
4448981,12795,5,95021,hh_2996201
4449986,12796,5,95043,hh_2993241
4455188,12798,5,95048,hh_1658354
4458170,12800,3,95059,hh_3015310
4461100,12801,5,95039,hh_2627039
4464683,12802,N2,95024,hh_3007353
4464703,12804,R,95054,hh_3008718
4464764,12807,R,127257,hh_3008079
4464767,12808,R,95037,hh_3000585
4464769,12809,1,95039,hh_3005971
4467976,12811,5,95038,hh_2985354
4468611,12813,R,95034,hh_2981269
4468654,12814,5,127257,hh_3007996
4469001,12820,R,95045,hh_2981693
4469003,12822,R,95027,hh_2605085
4469030,12827,R,95033,hh_3006581
4469036,12830,2,95043,hh_3006705
4477080,12835,4,95059,hh_2981419
4477081,12836,4,95054,hh_3008376
4491023,12842,R,95108,hh_2984777
4491114,12843,1,95023,hh_3005984
4492023,12845,4,127257,hh_3007938
4492763,12846,R,95032,hh_3014710
4492894,12847,1,95032,hh_2981039
4493843,12848,5,134849,hh_3001684
4500384,12851,4,95032,hh_2981019
4500385,12852,4,95047,hh_3000363
4502414,12853,R,127257,hh_3010219
4503925,12855,R,95037,hh_3006735
4504092,12858,R,95034,hh_2980049
4504093,12859,R,95041,hh_2980136
4505229,12862,4,95053,hh_1434844
4505230,12863,5,95032,hh_2981184
4505232,12865,5,95051,hh_2996274
4505801,12866,3,95041,hh_2980624
4511439,12869,5,95058,hh_3014799
4512179,12872,6,95027,hh_2991148
4512339,12873,5,95038,hh_3001666
4513347,12875,5,95030,hh_3008416
4514479,12876,4,135698,hh_2566529
4516214,12879,R,95043,hh_3001374
4516702,12881,5,95053,hh_4656894
4518407,12888,R,95035,hh_2981840
4520036,12890,R,95031,hh_3001857
